node_1|node_2|edge|chunk_id
clear instructions|prompt rewriting|leads to focused and specific responses from Claude|2e09bcf2efcc4159b150d2433870e9ab
bad prompt|ambiguous instructions|illustrates a line with unclear directions which can cause misunderstandings for Claude|2e09bcf2efcc4159b150d2433870e9ab
good prompt|explicit instructions|provides a rewritten line with direct commands improving the task focus for Claude|2e09bcf2efcc4159b150d2433870e9ab
mindset|rewrite|The context suggests applying a certain mindset to the task of rewriting a line.|5d75e1cb27fb4c59928ec8baa64365fc
prompt structure|context information|The structure of the prompt should use the context information provided to generate a response.|5d75e1cb27fb4c59928ec8baa64365fc
context|question|The context contains the question which Claude should read to generate an answer.|5d75e1cb27fb4c59928ec8baa64365fc
context|answer generation|Using the context, an answer to the question should be generated.|5d75e1cb27fb4c59928ec8baa64365fc
context|<question> tags|The user’s question is supplied within the <question> tags within the context.|5d75e1cb27fb4c59928ec8baa64365fc
prompt|claude|The prompt guides Claude's steps in creating an answer, assuming Claude is new to the task.|5d75e1cb27fb4c59928ec8baa64365fc
prompt details|better responses|Detailed and unambiguous explanations in the prompt help Claude generate better responses.|5d75e1cb27fb4c59928ec8baa64365fc
claude's mouth|anthropic's api|The API allows users to put words in Claude's mouth beyond just the user part of the request.|5d75e1cb27fb4c59928ec8baa64365fc
prompt formatting|assistants's instruction|The formatting allows inclusion of more instructions for Claude after the Assistant response.|5d75e1cb27fb4c59928ec8baa64365fc
assistant:|continued conversation|Claude will continue the conversation from the last Assistant: token.|5d75e1cb27fb4c59928ec8baa64365fc
human:|rewrite instruction|A rewrite instruction can be provided to Claude using the Human: prompt.|5d75e1cb27fb4c59928ec8baa64365fc
assistant:|rewrite output|Claude provides the output of a rewrite within the tags as instructed by the Assistant prompt.|5d75e1cb27fb4c59928ec8baa64365fc
rewrite tags|claude's response|The rewrite tags are used to indicate where Claude should insert its response.|e3bec5a6123e4633bbb9d65044d91f13
forcing technique|claude's chatty tendencies|The forcing technique through specific tag placement reduces Claude's chatty tendencies.|e3bec5a6123e4633bbb9d65044d91f13
forcing technique|claude's response consistency|This technique ensures consistent start to Claude's responses.|e3bec5a6123e4633bbb9d65044d91f13
forcing technique|claude's recognition of rules|The technique allows Claude to acknowledge and follow specific rules stated in the prompt.|e3bec5a6123e4633bbb9d65044d91f13
claude's persona|character maintenance|Inserting Claude's persona in brackets helps maintain Claude's character in dialogues.|e3bec5a6123e4633bbb9d65044d91f13
ai career coach|joe|Joe is the persona of the AI career coach, created by AdAstra Careers.|e3bec5a6123e4633bbb9d65044d91f13
uncertainty in response|rephrasing request|If the AI, portrayed as Joe, is unsure how to respond, it requests the user to rephrase the question.|e3bec5a6123e4633bbb9d65044d91f13
user's question|response tags|The user's question should be followed by Claude's response within response tags.|e3bec5a6123e4633bbb9d65044d91f13
adastra careers|career advice|AdAstra Careers is the company that created the AI persona Joe, who gives career advice.|e3bec5a6123e4633bbb9d65044d91f13
joe|adastra|Joe is from the organization AdAstra.|ca54c8fb028c465d912a20e887cd2131
claude|persona|Claude is roleplaying as the persona Joe from AdAstra.|ca54c8fb028c465d912a20e887cd2131
assistant|claude|The assistant refers to Claude roleplaying as Joe when responding.|ca54c8fb028c465d912a20e887cd2131
claude|context window|Claude has a context window of 100k, which is approximately 70k words.|ca54c8fb028c465d912a20e887cd2131
claude|parsing|Claude is capable of parsing and analyzing long documents and strings of text.|ca54c8fb028c465d912a20e887cd2131
prompt|important instructions|Important instructions should be placed near the end of the prompt for Claude to pay extra attention.|ca54c8fb028c465d912a20e887cd2131
claude|new processes|Claude's long context allows experimentation with new processes that weren't possible with shorter context language models.|ca54c8fb028c465d912a20e887cd2131
application|input splitting|Applications previously required to split inputs can now combine them due to Claude's long context window.|ca54c8fb028c465d912a20e887cd2131
claude|examples|Claude learns well through examples for consistent and reliable structured outputs.|ca54c8fb028c465d912a20e887cd2131
examples|quantity|It is recommended to provide at least three examples in the prompt for effective learning.|ca54c8fb028c465d912a20e887cd2131
examples|example tags|Examples are structured within example tags.|edbc08a3be554840958da4af98af64f2
examples|question|Examples include the question part.|edbc08a3be554840958da4af98af64f2
examples|ideal claude answer|Examples include the ideal Claude answer part.|edbc08a3be554840958da4af98af64f2
examples|xml formatting|Examples should have proper XML formatting.|edbc08a3be554840958da4af98af64f2
xml tags|structure|XML tags are used to structure examples.|edbc08a3be554840958da4af98af64f2
question|sky blue|The question part can contain queries like 'Why is the sky blue?'.|edbc08a3be554840958da4af98af64f2
answer|blue wavelengths scattering|The answer part explains phenomena such as 'blue wavelengths scattering' for the sky's blue appearance.|edbc08a3be554840958da4af98af64f2
claude|unable to answer|Claude may communicate the inability to answer a question in tricky situations.|edbc08a3be554840958da4af98af64f2
table of contents|instructions|The Table of Contents organizes instructions.|edbc08a3be554840958da4af98af64f2
human/assistant formatting|adoption|The formatting needs to adopt the Human/Assistant dialogue style.|edbc08a3be554840958da4af98af64f2
xml tags|addition|Instructions may require the addition of XML tags.|edbc08a3be554840958da4af98af64f2
instructions|clarity|Instructions should be clear and unambiguous.|edbc08a3be554840958da4af98af64f2
claude|character keeping|Instructions should ensure Claude stays in character.|edbc08a3be554840958da4af98af64f2
examples|diversification|There is a need to diversify examples when creating them.|edbc08a3be554840958da4af98af64f2
examples|edge cases|Examples should address all the edge cases of the given task.|edbc08a3be554840958da4af98af64f2
anthropic|foundation models|Anthropic is associated with foundational models in AI.|4873d3e2a6a1482d80d06d01dbb07fdd
claude|anthropic|Claude is a product or a resource offered by Anthropic.|4873d3e2a6a1482d80d06d01dbb07fdd
claude|prompt engineering resources|Claude is related to prompt engineering resources as a guide or tool.|4873d3e2a6a1482d80d06d01dbb07fdd
claude|google sheets|Claude can be integrated with or used in Google Sheets.|4873d3e2a6a1482d80d06d01dbb07fdd
prompt design|introduction to prompt design|Prompt Design includes an introduction to prompt design as a component or section.|4873d3e2a6a1482d80d06d01dbb07fdd
prompt design|optimizing your prompt|Prompt Design includes the practice or method of optimizing your prompt.|4873d3e2a6a1482d80d06d01dbb07fdd
useful hacks|prevent hallucinations|Useful Hacks may include methods like letting Claude say 'I don't know' to prevent hallucinations.|4873d3e2a6a1482d80d06d01dbb07fdd
use cases|content generation|Use Cases for Claude include Content Generation.|4873d3e2a6a1482d80d06d01dbb07fdd
use cases|content moderation|Use Cases for Claude include Content Moderation.|4873d3e2a6a1482d80d06d01dbb07fdd
claude|amazon bedrock|Claude can be used on or is compatible with Amazon Bedrock.|4873d3e2a6a1482d80d06d01dbb07fdd
troubleshooting|troubleshooting checklist|Troubleshooting includes a section or resource named Troubleshooting checklist.|4873d3e2a6a1482d80d06d01dbb07fdd
claude|configuring gpt prompts|Claude requires configuring GPT prompts for effective usage.|4873d3e2a6a1482d80d06d01dbb07fdd
claude|prevent hallucinations|Claude can be prompted or configured to say 'I don't know' in order to prevent hallucinations.|4873d3e2a6a1482d80d06d01dbb07fdd
claude|amazon bedrock|is on the platform of|c851ccf76d804be4b86f17e85ade179b
claude|content moderation|is used for|c851ccf76d804be4b86f17e85ade179b
claude|human and ai feedback|has been trained using|c851ccf76d804be4b86f17e85ade179b
claude|harmlessness|is trained for|c851ccf76d804be4b86f17e85ade179b
claude's constitution|claude|is an article about how|c851ccf76d804be4b86f17e85ade179b
content moderation|messages referencing violent, illegal, or pornographic activities|is for screening|c851ccf76d804be4b86f17e85ade179b
user's message|inappropriate content|is evaluated for|c851ccf76d804be4b86f17e85ade179b
human|ai|is in dialogue with|c851ccf76d804be4b86f17e85ade179b
user's request|harmful activities|may refer to|c851ccf76d804be4b86f17e85ade179b
user's request|pornographic activities|may refer to|c851ccf76d804be4b86f17e85ade179b
user's request|illegal activities|may refer to|c851ccf76d804be4b86f17e85ade179b
assistant|claude's answer|provides|c851ccf76d804be4b86f17e85ade179b
claude's answer|another prompt|could be passed to|c851ccf76d804be4b86f17e85ade179b
another prompt|y or n answer|describes what to do given|c851ccf76d804be4b86f17e85ade179b
anthropic|foundation models|Anthropic produces Foundation models|ad876467d77e4f58bd9dd7963da55b6c
claude|prompt engineering resources|Anthropic provides a guide to Claude's prompt engineering resources|ad876467d77e4f58bd9dd7963da55b6c
getting access|claude|The document includes instructions for getting access to Claude|ad876467d77e4f58bd9dd7963da55b6c
gpt prompts|claude|There is information about configuring GPT prompts for Claude|ad876467d77e4f58bd9dd7963da55b6c
claude|google sheets|Claude can be integrated with Google Sheets|ad876467d77e4f58bd9dd7963da55b6c
prompt design|prompt construction|Prompt Design includes information on constructing a prompt|ad876467d77e4f58bd9dd7963da55b6c
optimizing|prompt|The guide contains advice on optimizing your prompt|ad876467d77e4f58bd9dd7963da55b6c
useful hacks|preventing hallucinations|"Useful Hacks section gives tips like letting Claude say ""I don't know"" to prevent hallucinations"|ad876467d77e4f58bd9dd7963da55b6c
breaking tasks|subtasks|The document suggests breaking complex tasks into subtasks|ad876467d77e4f58bd9dd7963da55b6c
prompt chaining|check comprehension|Prompt Chaining is a technique related to checking Claude's comprehension|ad876467d77e4f58bd9dd7963da55b6c
rewrites|claude|Users can ask Claude for rewrites of responses|ad876467d77e4f58bd9dd7963da55b6c
content generation|use cases|Content Generation is one of the use cases for Claude|ad876467d77e4f58bd9dd7963da55b6c
multiple choice and classification|use cases|Multiple Choice and Classification is listed as a use case for Claude|ad876467d77e4f58bd9dd7963da55b6c
content moderation|use cases|Content Moderation is described as a use case for Claude|ad876467d77e4f58bd9dd7963da55b6c
troubleshooting checklist|claude|A troubleshooting checklist is provided for issues with Claude|ad876467d77e4f58bd9dd7963da55b6c
claude on amazon bedrock|deployment|There's a section about deploying Claude on Amazon Bedrock|ad876467d77e4f58bd9dd7963da55b6c
claude|response|Claude gives a response.|56be6defdfa948469a940f5a5b83174a
response|rewrite|A response can be rewritten by Claude.|56be6defdfa948469a940f5a5b83174a
slack|claude|Claude operates within Slack.|56be6defdfa948469a940f5a5b83174a
user|direction|The user gives Claude direction for better performance.|56be6defdfa948469a940f5a5b83174a
user|try again|The user can tell Claude to 'Try again' in Slack for a rewrite.|56be6defdfa948469a940f5a5b83174a
/reset|command|"""/reset"" is a command used in Slack."|56be6defdfa948469a940f5a5b83174a
context window|message|"Messages are added to the existing context window unless a ""/reset"" command is sent."|56be6defdfa948469a940f5a5b83174a
claude|hallucinations|Claude can avoid hallucinations by having access to the text it needs to rewrite.|56be6defdfa948469a940f5a5b83174a
/reset|hallucinations|"Sending a ""/reset"" can lead to hallucinations if Claude doesn't have the text to rewrite."|56be6defdfa948469a940f5a5b83174a
api|previously generated text|The API requires including the previously generated text for Claude to process a rewrite.|56be6defdfa948469a940f5a5b83174a
api|prompt template|API usage involves sending Claude a prompt template.|56be6defdfa948469a940f5a5b83174a
claude|api|CLAUDE is a function that can be called through the API.|56be6defdfa948469a940f5a5b83174a
claudefree|api|CLAUDEFREE is a function that can be called through the API.|56be6defdfa948469a940f5a5b83174a
claude|claude in sheets|Claude can be operated within Sheets through the CLAUDE function.|56be6defdfa948469a940f5a5b83174a
claudefree|claude in sheets|Claude can be operated within Sheets through the CLAUDEFREE function.|56be6defdfa948469a940f5a5b83174a
good prompt|paragraph|A Good Prompt includes a paragraph for Claude to rewrite.|56be6defdfa948469a940f5a5b83174a
good prompt|instructions|A Good Prompt includes instructions for how Claude should rewrite text.|56be6defdfa948469a940f5a5b83174a
rewrite|rewrite tags|Claude puts the rewritten text in rewrite tags.|56be6defdfa948469a940f5a5b83174a
rewrite tags|paragraph to be rewritten|rewrite tags are used to enclose the paragraph that needs to be rewritten|e76c13e8257a4623addc377eea288538
paragraph placeholder|paragraph to be rewritten|the PARAGRAPH placeholder is replaced with the actual text to be rewritten in the given context|e76c13e8257a4623addc377eea288538
prompt chain|claude's response|a prompt chain is created to substitute Claude's previous response into the PARAGRAPH placeholder automatically|e76c13e8257a4623addc377eea288538
claude in sheets|rows in a sheet|Claude in Sheets can be set up so that different sets of instructions are placed in rows for substituting the INSTRUCTIONS placeholder|e76c13e8257a4623addc377eea288538
rows in a sheet|multiple types of rewrites|rows can be configured to generate various types of rewrites simultaneously|e76c13e8257a4623addc377eea288538
instructions placeholder|different sets of instructions|the INSTRUCTIONS placeholder in a Sheet can be replaced with different instructions per row|e76c13e8257a4623addc377eea288538
updated 6 months ago|context|indicates when the context was last updated|e76c13e8257a4623addc377eea288538
anthropic|foundation models|Anthropic provides resources for Foundation models.|960616e137e845feaefcd003b6bc6b14
claude|prompt engineering|Claude is a tool used for prompt engineering according to the guide.|960616e137e845feaefcd003b6bc6b14
claude|glossary|The Glossary is a resource related to Claude.|960616e137e845feaefcd003b6bc6b14
claude|google sheets|Claude can be integrated with Google Sheets.|960616e137e845feaefcd003b6bc6b14
prompt design|prompt|Prompt Design involves constructing and optimizing a prompt.|960616e137e845feaefcd003b6bc6b14
claude|i don't know|Instructing Claude to say 'I don't know' is a hack to prevent hallucinations.|960616e137e845feaefcd003b6bc6b14
claude|subtasks|One can break complex tasks into subtasks for Claude to handle.|960616e137e845feaefcd003b6bc6b14
prompt chaining|claude|Prompt Chaining is a method that can be employed with Claude.|960616e137e845feaefcd003b6bc6b14
claude|comprehension check|Checking Claude's comprehension is a recommended use case.|960616e137e845feaefcd003b6bc6b14
content generation|use cases|Content Generation is a Use Case for Claude.|960616e137e845feaefcd003b6bc6b14
multiple choice and classification|use cases|Multiple Choice and Classification are Use Cases for Claude.|960616e137e845feaefcd003b6bc6b14
content moderation|use cases|Content Moderation is listed as a Use Case for Claude.|960616e137e845feaefcd003b6bc6b14
claude|troubleshooting|There is a troubleshooting checklist provided for Claude.|960616e137e845feaefcd003b6bc6b14
amazon bedrock|claude|Claude is available on Amazon Bedrock.|960616e137e845feaefcd003b6bc6b14
claude|hallucinating|Claude is experiencing hallucinations|3b54361dcdf04601b6be329b02e314d7
claude|amazon bedrock|Claude operates on Amazon Bedrock platform|3b54361dcdf04601b6be329b02e314d7
claude|text analysis|Claude can perform tasks related to text analysis|3b54361dcdf04601b6be329b02e314d7
claude|100k token context window|Claude has a large context window of 100k tokens to analyze text|3b54361dcdf04601b6be329b02e314d7
claude|tens of thousands of words|Claude can analyze tens of thousands of words within text|3b54361dcdf04601b6be329b02e314d7
text similarity evaluation|claude|Text similarity evaluation is a basic application that can be performed by Claude|3b54361dcdf04601b6be329b02e314d7
checking text similarity prompt|comparison of two sentences|The prompt is used to check whether two sentences are roughly saying the same thing|3b54361dcdf04601b6be329b02e314d7
reinforcing prompt instruction|response format|Starting the response with certain characters is a technique to reinforce the prompt instruction for the desired response format|3b54361dcdf04601b6be329b02e314d7
text q&a|claude|Answering questions about a provided text is another capability of Claude|3b54361dcdf04601b6be329b02e314d7
meeting transcript|text q&a|A meeting transcript can be provided to Claude for the purpose of text Q&A|3b54361dcdf04601b6be329b02e314d7
transcript|text|The transcript contains the text which is the source material for the analysis.|4faf08180650452cb062d2ecaa65a4d7
question|assistant|The assistant is prompted to answer the question provided in the transcript.|4faf08180650452cb062d2ecaa65a4d7
citing sources|assistant|The assistant is instructed to cite sources when providing answers based on the document.|4faf08180650452cb062d2ecaa65a4d7
advanced text analysis|citing sources|Advanced Text Analysis provides an example prompt for the assistant to cite sources.|4faf08180650452cb062d2ecaa65a4d7
evaluating text similarity|text|Evaluating text similarity is a process or operation performed on the text mentioned in the transcript.|4faf08180650452cb062d2ecaa65a4d7
answering questions about a text|assistant|Answering questions about a text is another task that the assistant is expected to perform.|4faf08180650452cb062d2ecaa65a4d7
anthropic|foundation models|Anthropic is associated with 'Foundation models' indicating a type or class of models it deals with or develops.|eae69121f607493689f7ceacff79926d
claude|prompt engineering resources|Claude is the subject around which 'prompt engineering resources' are provided, suggesting that Claude is an AI or system that uses prompts.|eae69121f607493689f7ceacff79926d
getting access to claude|introduction|'Getting access to Claude' is a topic listed under the 'Introduction' section, implying it is an introductory step in a guide.|eae69121f607493689f7ceacff79926d
claude|google sheets|'Claude for Google Sheets' suggests an integration or application of Claude within 'Google Sheets'.|eae69121f607493689f7ceacff79926d
claude|gpt prompts|'Configuring GPT prompts for Claude' indicates that Claude uses or is compatible with GPT prompts.|eae69121f607493689f7ceacff79926d
prompt design|constructing a prompt|'Constructing a prompt' is a subtopic or practice within 'Prompt Design', indicating a hierarchical relationship.|eae69121f607493689f7ceacff79926d
claude|hallucinations|'Let Claude say I don't know to prevent hallucinations' implies that Claude can experience hallucinations, likely in the context of AI misrepresenting or fabricating information.|eae69121f607493689f7ceacff79926d
troubleshooting|claude|'Troubleshooting' is a section related to resolving issues with 'Claude', suggesting a support or help context.|eae69121f607493689f7ceacff79926d
content generation|use cases|'Content Generation' is listed as an example under 'Use Cases', showing it is a way Claude can be utilized.|eae69121f607493689f7ceacff79926d
claude on amazon bedrock|claude|'Claude on Amazon Bedrock' indicates a specific implementation or platform where Claude is available.|eae69121f607493689f7ceacff79926d
prompt chaining|use cases|'Prompt Chaining' is mentioned under the 'Use Cases' or 'Prompt Design' sections, indicating it is a technique or concept associated with Claude's operation.|eae69121f607493689f7ceacff79926d
claude|hallucinating|is experiencing|65b34fe7cbfe4792b7ec44686d031db5
claude|amazon bedrock|is featured on|65b34fe7cbfe4792b7ec44686d031db5
prompt chaining|tasks with known and well-defined subtasks|is a technique to accomplish|65b34fe7cbfe4792b7ec44686d031db5
prompt chaining|claude's response to a prompt|involves feeding into another prompt|65b34fe7cbfe4792b7ec44686d031db5
prompt chaining|complex task|can break down into simpler prompts|65b34fe7cbfe4792b7ec44686d031db5
prompt|subtasks|can contain multiple|65b34fe7cbfe4792b7ec44686d031db5
complex prompt|prompt chain|can be turned into|65b34fe7cbfe4792b7ec44686d031db5
prompt chain|less complicated instructions|allows writing of|65b34fe7cbfe4792b7ec44686d031db5
prompt chain|problem isolation|facilitates|65b34fe7cbfe4792b7ec44686d031db5
prompt chain|troubleshooting efforts|can focus|65b34fe7cbfe4792b7ec44686d031db5
claude's output|stages|can be checked in|65b34fe7cbfe4792b7ec44686d031db5
use cases|prompt chaining|exist for|65b34fe7cbfe4792b7ec44686d031db5
answering a question|document and quotes|involves using|65b34fe7cbfe4792b7ec44686d031db5
first prompt|claude|is given to|65b34fe7cbfe4792b7ec44686d031db5
first prompt|extract direct document quotes|asks to|65b34fe7cbfe4792b7ec44686d031db5
question|document quotes|is answered using|65b34fe7cbfe4792b7ec44686d031db5
document|xml tags|is contained within|65b34fe7cbfe4792b7ec44686d031db5
document|xml tags|The document is enclosed within XML tags.|95b39d63e48f4822863e5f4818b3de51
quotes|<quotes></quotes>|Quotes extracted from the document are enclosed within <quotes></quotes> XML tags.|95b39d63e48f4822863e5f4818b3de51
relevant quotes|{{question}}|The relevant quotes from the document pertain to the question asked.|95b39d63e48f4822863e5f4818b3de51
assistant|no relevant quotes|The Assistant is required to report absence of relevant quotes if none are found.|95b39d63e48f4822863e5f4818b3de51
document|answer construction|The document is used to construct an answer to a question.|95b39d63e48f4822863e5f4818b3de51
relevant quotes|answer construction|Relevant quotes from the document are used in the construction of an answer.|95b39d63e48f4822863e5f4818b3de51
answer accuracy|document|The accuracy of the answer is ensured by basing it on the document.|95b39d63e48f4822863e5f4818b3de51
answer accuracy|quotes|The accuracy of the answer is ensured by basing it on the direct quotes.|95b39d63e48f4822863e5f4818b3de51
prompt chaining|claude|Prompt chaining involves Claude re-evaluating responses to previous prompts.|95b39d63e48f4822863e5f4818b3de51
grammar errors|article|Grammar errors are identified within an article contained in <article> tags.|95b39d63e48f4822863e5f4818b3de51
prompt 1|grammar errors identification|prompts the identification of grammatical errors|16541a163a764a6d842e9f7c1500f13a
article|<article> tags|is contained within|16541a163a764a6d842e9f7c1500f13a
assistant|errors list|responds with|16541a163a764a6d842e9f7c1500f13a
prompt 2|additional errors identification|prompts the identification of additional grammatical errors missing from the first list|16541a163a764a6d842e9f7c1500f13a
<list> {{errors}} </list>|errors list from prompt 1|includes the errors identified in Prompt 1|16541a163a764a6d842e9f7c1500f13a
parallel tasks|multi-step prompts|can be executed in parallel, in series, or a combination thereof|16541a163a764a6d842e9f7c1500f13a
prompt template|outline writing|is for writing an outline about a concept|16541a163a764a6d842e9f7c1500f13a
outline|essay expansion|may be expanded into a full essay explanation|16541a163a764a6d842e9f7c1500f13a
three different levels|1st graders, 8th graders, college freshmen|includes educational levels for which explanations are to be tailored|16541a163a764a6d842e9f7c1500f13a
{{concept}}|essay outline|is the subject to be outlined|16541a163a764a6d842e9f7c1500f13a
{{level}}|reading level|specifies the reader's educational level for which the outline is to be tailored|16541a163a764a6d842e9f7c1500f13a
essay outline|reader level|The essay outline is tailored to suit the specified reader level.|d824764276c44087beacc95c70f9abd2
essay outline|concept|The essay outline is structured around a given concept.|d824764276c44087beacc95c70f9abd2
essay outline|three sentences|The essay outline is comprised of three sentences.|d824764276c44087beacc95c70f9abd2
three versions of prompt|reading level|Three versions of the prompt are created to cater to different reading levels.|d824764276c44087beacc95c70f9abd2
outline expansion|paragraphs|Each sentence in the outline is expanded into a paragraph.|d824764276c44087beacc95c70f9abd2
prompt|parallel tasks|Prompts can run in parallel to handle tasks simultaneously.|d824764276c44087beacc95c70f9abd2
parallel tasks|response generation|Parallel tasks are used to generate multiple responses at once.|d824764276c44087beacc95c70f9abd2
outline|xml tags|The outline is enclosed within XML tags for structured representation.|d824764276c44087beacc95c70f9abd2
response validation|extra diligence|Response validation requires extra diligence to ensure accuracy.|d824764276c44087beacc95c70f9abd2
anthropic|foundation models|Anthropic is an organization that works with foundation models.|189e130160e04949b194474890963d7b
claude|gpt|Claude is a type of GPT model.|189e130160e04949b194474890963d7b
claude|prompt engineering|Claude is used in the context of prompt engineering according to the introduction in the given context.|189e130160e04949b194474890963d7b
prompt design|constructing a prompt|Prompt design involves the activity of constructing a prompt.|189e130160e04949b194474890963d7b
prompt design|optimizing your prompt|Prompt design involves the activity of optimizing your prompt.|189e130160e04949b194474890963d7b
useful hacks|prevent hallucinations|Useful hacks include techniques to prevent hallucinations in responses.|189e130160e04949b194474890963d7b
claude|content generation|One use case of Claude is content generation.|189e130160e04949b194474890963d7b
claude|text processing|Claude can be used for text processing.|189e130160e04949b194474890963d7b
claude|content moderation|Claude has use cases in content moderation.|189e130160e04949b194474890963d7b
troubleshooting|troubleshooting checklist|The troubleshooting section provides a checklist for problem resolution.|189e130160e04949b194474890963d7b
claude on amazon bedrock|amazon bedrock|Claude can be utilized on the Amazon Bedrock platform.|189e130160e04949b194474890963d7b
claude|hallucinations|Claude can experience problems known as hallucinations.|189e130160e04949b194474890963d7b
hallucinations|prevent hallucinations|There are strategies suggested to prevent hallucinations in Claude.|189e130160e04949b194474890963d7b
hallucinations|minimize|There are ways to minimize hallucinations.|0b224356eb294362a7c6beaa6c6c8ff3
ask claude multiple times|hallucinations|Asking Claude multiple times is a method to identify hallucinations.|0b224356eb294362a7c6beaa6c6c8ff3
hallucinations|inconsistent outputs|Hallucinations tend to be different across different outputs.|0b224356eb294362a7c6beaa6c6c8ff3
model|extract dollar amounts|The model can extract dollar amounts from a document.|0b224356eb294362a7c6beaa6c6c8ff3
model|produce a summary|The model can produce a summary with specific information, like the cost of a house and its location.|0b224356eb294362a7c6beaa6c6c8ff3
inconsistent facts|hallucination|Inconsistent facts in outputs indicate that one of them may contain a hallucination.|0b224356eb294362a7c6beaa6c6c8ff3
model|check for inconsistencies|The model can be asked to check for inconsistencies in the responses to flag potential hallucinations.|0b224356eb294362a7c6beaa6c6c8ff3
accuracy|technique|The accuracy of the technique to identify hallucinations must be checked with own examples.|0b224356eb294362a7c6beaa6c6c8ff3
give claude a 'way out'|i don't know|Allowing Claude to say 'I don't know' can be a way to handle queries it cannot answer.|0b224356eb294362a7c6beaa6c6c8ff3
fact-based questions|give claude a 'way out'|When asking fact-based questions, giving Claude a 'way out' is suggested.|0b224356eb294362a7c6beaa6c6c8ff3
claude|internet access|Claude does not have internet access|6861f1f923d2450297f2c8b0432843e3
claude|training data|Claude was trained on data that can be up to two years out of date|6861f1f923d2450297f2c8b0432843e3
claude|current events|Claude does not know anything about current events|6861f1f923d2450297f2c8b0432843e3
direct quotes extraction|long documents|direct quotes extraction is better for long documents|6861f1f923d2450297f2c8b0432843e3
direct quotes extraction|short documents|direct quotes extraction is worse for short documents|6861f1f923d2450297f2c8b0432843e3
models|hallucinating direct quotes|models are less likely to hallucinate direct quotes from long documents|6861f1f923d2450297f2c8b0432843e3
models|hallucinating document content|models are more likely to hallucinate the content of documents if asked a question about them|6861f1f923d2450297f2c8b0432843e3
average weight query|russian blue|asking for the average weight of a Russian Blue is an example query that might lead to hallucination if not properly supported by the document|6861f1f923d2450297f2c8b0432843e3
word-for-word quotes extraction|statistics about cats|extracting word-for-word quotes relevant to a question about statistics of cats is preferable to avoid hallucination|6861f1f923d2450297f2c8b0432843e3
no relevant quotes response|model's response capability|the model can respond with 'I can’t find any quotes relevant to that' when no relevant quotes are found|6861f1f923d2450297f2c8b0432843e3
few-shot prompts|long documents|few-shot prompts are less viable for very long documents due to cost|6861f1f923d2450297f2c8b0432843e3
direct quotes|accuracy verification|Direct quotes facilitate the accuracy verification process.|b6a26b641a6245c6a5fc63a5989b5a0c
document|word-for-word quotes|A document can be used to request word-for-word quotes.|b6a26b641a6245c6a5fc63a5989b5a0c
word-for-word quotes|string match|String matching can be performed on word-for-word quotes to verify their presence in the document.|b6a26b641a6245c6a5fc63a5989b5a0c
model quotes|percentage of overlap|The model quotes are checked for the percentage of overlap with the document.|b6a26b641a6245c6a5fc63a5989b5a0c
overlap percentage|high requirement|The desirable overlap percentage is high to ensure accuracy.|b6a26b641a6245c6a5fc63a5989b5a0c
[sic.]|document error|The model may add '[sic.]' if there is an error in the document.|b6a26b641a6245c6a5fc63a5989b5a0c
added content|accuracy requirement|The content added by the model to quotes should be accurate.|b6a26b641a6245c6a5fc63a5989b5a0c
overlap measurement|edit distance|Edit distance is a method used to measure the overlap.|b6a26b641a6245c6a5fc63a5989b5a0c
nltk.edit_distance|quote|The nltk.edit_distance function calculates the number of edits needed to turn the quote into a segment of the document.|b6a26b641a6245c6a5fc63a5989b5a0c
surplus|edit distance|Surplus is measured as the difference in length between the document and the quote minus the edit distance.|b6a26b641a6245c6a5fc63a5989b5a0c
block matching|sequencematcher|Block matching uses SequenceMatcher for finding matching sequences between a document and a quote.|b6a26b641a6245c6a5fc63a5989b5a0c
sequencematcher.get_matching_blocks|quote length comparison|The length of matching blocks from SequenceMatcher can be compared to the length of the quote.|b6a26b641a6245c6a5fc63a5989b5a0c
relevant quotes|model accuracy|The model should identify quotes that are relevant to the question, which is a measure of its accuracy.|b6a26b641a6245c6a5fc63a5989b5a0c
hallucinated quotes|model performance|The model's performance is evaluated on whether it is hallucinating quotes or not.|b6a26b641a6245c6a5fc63a5989b5a0c
zero-shot prompt|direct quotes|is a method to generate direct quotes relevant to a given question|0b648c7208fa46db9a3ae5f5e1c9ea67
document summary|direct quotes|combined with direct quotes can make answers more accurate|0b648c7208fa46db9a3ae5f5e1c9ea67
model|full text|might need the full text to give an accurate answer|0b648c7208fa46db9a3ae5f5e1c9ea67
model|document summary|might need a document summary to give an accurate answer|0b648c7208fa46db9a3ae5f5e1c9ea67
article summary|assistant|is generated by the Assistant as a high level summary of an article|0b648c7208fa46db9a3ae5f5e1c9ea67
direct quotes|relevant question|are extracted from the article to answer a relevant question|0b648c7208fa46db9a3ae5f5e1c9ea67
answer|summary of a document|is based on a combination of the summary of a document and direct quotes relevant to the question|0b648c7208fa46db9a3ae5f5e1c9ea67
direct quotes|document|Direct quotes are extracted from the document and are relevant to the question.|c24f2d9145204ead9f6c3befc5f99e00
answer|direct quotes|The answer to the question is constructed using the direct quotes.|c24f2d9145204ead9f6c3befc5f99e00
answer|accuracy|The answer must be accurate and not contain information unsupported by the summary and quotes.|c24f2d9145204ead9f6c3befc5f99e00
